chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,Label
0.38382733,0.05961269,1839.4462565340773,1941.619445760004,3989.3713662790697,0.09932549055232558,-362.842,47.49845,14.198041,17.157196,4.009608,-1.1133156,1.8786737,-5.56483,-2.5019605,-0.12650964,-9.586751,-1.5210019,-6.890045,-4.6603584,-11.770059,-8.5213,-10.7140045,-9.04055,-5.5733566,-10.79901,1
0.47622472,0.06067214,1842.5052685130902,1761.0105634151214,3646.285076530612,0.13214485012755103,-356.55457,56.727688,11.555912,21.480455,-5.2616415,4.5925217,-11.090364,-12.484295,-10.350788,-2.5854743,-3.064194,-4.817254,0.47717568,-5.4151487,-5.73077,-7.15049,-11.502306,-10.252957,-6.593547,-8.283067,1
0.440205,0.077496536,1663.8925399586353,1680.604671796845,3573.9809782608695,0.09349524456521739,-326.54004,81.289955,-13.713828,24.36755,-1.1939951,-6.835624,-5.3572,-16.908102,-8.244935,-14.183848,-4.398481,-0.77863836,-7.032462,-3.872921,1.406061,-8.434295,-5.666362,-3.84707,-8.070702,-8.237412,1
0.39162037,0.089512356,1636.063761299831,1788.263491303239,3685.4395604395604,0.08955936641483517,-333.6035,60.14163,2.823498,31.818977,-6.4133387,-4.465859,-15.644109,-9.126705,-10.591636,-15.820679,0.8000355,-8.446342,-6.12407,-10.6187105,-16.377766,-9.440296,-11.054259,-10.149899,-8.432025,-11.591181,1
0.41651466,0.10883737,1695.5579978279268,1706.1973667950863,3441.40625,0.11443949854651163,-268.57727,87.16629,3.2922502,18.49578,2.7337313,9.611119,-11.671799,-25.907,-1.0956104,-5.25635,-3.294403,-3.6056547,-7.1113286,-0.32222155,-7.6625004,-9.086944,-10.51779,-8.357921,-12.84952,-11.888177,1
0.43683258,0.082265295,1717.784904358508,1820.4736439276792,3681.811286407767,0.09679346177184465,-282.21976,67.863495,5.144004,18.323256,-5.0902023,-0.508455,-8.398769,-12.629508,-15.420766,-7.574379,-15.926392,-9.180092,-5.335653,-1.1507477,-4.9081635,-7.467243,-11.769279,-14.649107,-15.041113,-8.830866,1
0.4433007,0.043967173,1959.8361369361303,2050.424633151279,4490.9765625,0.11178466796875,-410.9431,41.36836,7.3252926,16.866262,2.8973184,2.4860618,-8.077953,-4.248102,-2.49479,-4.3036747,-0.5817376,-2.9465292,-1.5701174,-7.394441,-12.936333,-8.478036,-7.2193394,-5.1317945,-6.729918,-8.086212,1
0.42507666,0.104669034,1810.8653042351525,1798.6187207038417,3864.947150735294,0.10440242991727941,-270.81238,61.662067,-11.315289,13.477325,-16.752459,0.64440715,-11.898688,-16.41032,-8.863407,-14.825217,-4.7397523,-7.8012657,-16.802877,-14.529175,-14.4930315,-8.487059,-4.1446066,-8.171909,-8.998768,-8.834875,1
0.38419035,0.15892357,1251.830247053661,1447.2137640756991,2572.5740131578946,0.06845788788377193,-233.64322,110.31259,0.57729185,33.750904,1.6359508,3.5128582,-8.579644,-29.471195,-3.9831767,-14.097536,-3.5716496,-2.116729,-7.321718,-5.762955,-9.836586,-14.866701,-12.425048,-6.5315228,-9.566922,-11.599161,1
0.45664495,0.053395808,2353.9871016081006,1912.886741024652,4508.513621794872,0.18515875400641027,-341.96057,40.588512,-13.289737,8.692045,-13.018138,-2.1279933,-15.125537,-4.680589,-3.1444957,-12.622243,-3.6214843,-1.7055646,-6.9722853,-10.96262,-7.2631545,-9.087753,-9.717497,-3.7372906,-6.9253087,-9.278183,1
0.41045293,0.07012479,1848.141854509292,1747.5355248052115,3687.845685840708,0.13271743639380532,-322.18204,60.43571,1.6215562,8.838697,-8.996327,2.4338582,-12.348215,-16.757082,-7.271032,-0.73030746,-4.624931,-3.6704016,1.0403438,-9.575603,-9.113037,-7.7598333,-8.475153,-9.355023,-5.937016,-7.8556485,1
0.35549715,0.05647674,1824.0802591123927,1795.3758320374498,3797.7061170212764,0.11536943151595745,-307.07138,60.10633,4.085645,27.021397,-7.9031625,-6.5536566,-19.930626,-18.524082,-15.235975,-14.935876,-9.221876,-9.034136,-5.845955,-14.48868,-19.274172,-4.277565,-13.891789,-11.073271,-8.640398,-8.624362,1
0.4170398,0.044654638,1703.2352474109146,1718.4972502393427,3640.8440420560746,0.09801219334112149,-372.22205,74.90966,-9.726994,27.713472,-13.267549,-4.191792,-14.310324,-15.819884,-6.608148,-12.531963,-3.4709876,-6.169629,-2.8644724,-10.875335,-21.845495,-11.655833,-9.542277,-6.0246525,-8.064079,-11.503332,1
0.50162953,0.05203292,2019.6207342122682,2033.8018268896726,4520.4827724358975,0.12153821113782051,-373.58783,57.01622,14.302619,17.468252,1.6977563,4.7616587,-4.157015,-11.180379,-3.080584,-2.6446478,-5.10682,-2.1734073,-3.9217095,-9.939153,-11.737256,-5.9009967,-5.627041,-7.2575917,-8.449239,-7.953342,1
0.35952905,0.07595362,1344.7605625169847,1767.7529866304765,3174.856085526316,0.05271510074013158,-371.5038,58.461433,-0.7319244,7.414814,-4.771024,7.440654,-6.714284,-14.060168,-1.7481344,-8.795667,-4.1841354,-6.141265,1.0052259,-10.493842,-10.146182,-4.194763,-9.574441,-3.871832,-9.131033,-7.0568824,1
0.3181595,0.09605842,1550.227064544609,1762.3104732198192,3353.557180851064,0.08067549035904255,-293.24152,67.99706,2.637245,16.713161,-6.7108135,-14.817908,-2.5737982,-12.334905,-5.587562,-7.0776205,-13.4148445,-4.7295527,-10.816475,-8.718645,-15.525936,-9.7098,-15.405988,-11.8459215,-6.9758744,-13.890949,1
0.44460583,0.040727414,2096.8611965305154,1965.1305159963624,4438.487787356322,0.14830841415229884,-384.1832,43.961823,9.012921,16.80532,-2.1973608,-3.0471132,-13.364207,-10.580833,-7.0354357,-4.6157846,-0.9838236,-1.6297228,-4.468574,-8.926888,-15.29435,-5.2239494,-7.147242,-4.669599,-8.712007,-9.556965,1
0.46535176,0.055086218,1892.683424784909,1757.698578655826,3715.217391304348,0.13565726902173914,-369.64087,58.27504,5.5698285,20.493614,-10.0504675,7.2702117,-9.070294,-10.986294,-7.004527,-1.3910843,-3.365124,-4.6463385,0.06647699,-6.8326716,-7.700554,-9.723032,-10.724892,-9.792638,-6.084385,-7.8224807,1
0.38339072,0.09391864,1705.8442665608184,1545.7407681457748,3294.590643274854,0.12502284356725146,-296.185,80.8141,-11.267895,15.883692,2.647767,-6.8272185,-12.8301325,-25.307909,-13.710323,-5.5688715,-7.1017475,-5.4491706,-4.4858475,-11.278177,-17.168232,-9.7433815,-6.8038187,-11.27612,-11.665513,-10.680423,1
0.39369193,0.07370153,1947.5789954993702,1870.991969471564,4030.980603448276,0.108642578125,-318.51544,49.206776,3.6568358,28.607153,0.25066525,-5.049764,-16.731722,-14.856396,-6.801471,-8.295693,-5.481403,-7.5217586,-3.791633,-8.039912,-10.659426,-4.3818936,-13.928583,-7.7632327,-6.4902124,-7.738224,1
0.39691436,0.07229548,2129.6384135627277,1717.5318255672646,3944.1964285714284,0.1597626355229592,-305.89172,62.388878,-8.378056,7.5841713,-11.025537,1.6066827,-14.735971,-19.694277,-12.724348,-11.259497,-3.3967295,-9.181314,-14.262942,-12.490418,-18.250154,-8.394793,-2.4942064,-10.382266,-11.741383,-5.04313,1
0.42785817,0.038044486,1940.7351961940162,1815.1192373248957,3981.0357862903224,0.13376937373991934,-377.08276,57.160378,-1.4088317,24.347195,-13.017992,-3.785297,-16.967424,-12.074251,-8.979429,-5.6430216,-0.3666794,-3.6823156,-2.9078062,-12.93282,-17.13173,-8.542098,-9.631907,-5.820611,-7.7977567,-11.425606,1
0.40886274,0.05534792,1941.4955893992817,1830.9636998858457,3844.23828125,0.10854085286458333,-342.4204,42.47595,1.2726859,-0.2940444,-15.452558,4.821406,-7.0585995,-12.306527,-4.8238907,-5.069151,-0.75721043,-3.1078186,0.40746263,-4.353935,-7.0657196,-3.6031368,-11.263336,-3.4093993,-7.898487,-6.463402,1
0.48464468,0.061020914,2033.6162960200372,1796.0976905957887,3919.836956521739,0.12262228260869565,-346.11792,51.089622,-2.3509502,18.505783,7.3827977,5.6124697,-14.256941,-9.095398,-3.9008007,-11.5291195,1.6615078,-3.9056737,-5.460136,-0.08368592,-10.660848,-8.674375,-7.100684,-1.9017389,-14.124728,-3.2293708,1
0.45128992,0.076220855,1886.6732772902049,1748.2591965835707,3799.8798076923076,0.15477107121394232,-246.60182,82.66502,-14.440078,13.601053,-7.017346,-2.8014555,-18.478811,-18.612368,-4.25866,-9.134512,-2.8339868,-8.237463,-11.777675,-8.284646,-15.966883,-11.242634,-11.355913,-9.224812,-18.404142,-4.451022,1
0.3809212,0.085452974,1784.8291550114868,1572.2306553498227,3368.0419921875,0.13511276245117188,-270.14264,68.53436,-3.271553,32.637295,-1.7061557,-7.3785048,-12.322887,-19.138401,-13.286448,-4.82221,-15.411855,-2.6758695,-0.5791737,-4.8106513,-7.025496,-13.784895,-11.442043,-11.144467,-12.491568,-6.3047724,1
0.43382806,0.04755442,2176.237601408979,1890.8286327680992,4277.19056372549,0.16935700061274508,-310.10883,51.706192,-0.8782217,13.805031,-4.367254,-6.752512,-21.471306,-11.958295,-6.9438286,-7.9547243,-3.043783,-0.91205186,-4.957965,-19.906881,-15.573119,-0.5923704,-13.228611,-8.441931,-6.2404466,-9.6924715,1
0.39237234,0.05951042,2120.0996047958565,1717.8753552450642,4017.1875,0.16380440848214287,-319.26642,53.273117,-29.506773,15.335936,-30.86085,-2.9792104,-19.383495,-9.763299,-6.6271834,-17.47869,-3.523009,-7.366488,-4.7681184,-13.416119,-7.8935685,-7.121671,-13.343687,-2.8880043,-9.143393,-8.124526,1
0.38725102,0.06138638,1783.3906383990918,1637.510010920159,3525.406003937008,0.11338890255905512,-329.6251,61.15074,-11.737462,29.523561,1.6420172,-10.696752,-13.396101,-19.132454,-14.203202,-4.7143297,-10.6018505,-1.3996276,3.1030695,-6.2644863,-6.4174085,-10.224469,-10.172393,-4.559668,-12.063753,-10.036125,1
0.4024697,0.08663884,1741.0346297395663,1687.8433670124732,3610.342920353982,0.12013015071902655,-250.9852,77.93117,-24.43319,16.410955,-15.095263,-4.916948,-23.889614,-20.88018,-6.6357737,-10.173941,-6.0239296,-7.2641535,-3.7737637,-13.431274,-16.54018,-6.4246984,-17.305264,-9.82632,-8.348575,-8.443774,1
0.40115708,0.056179047,1639.084679461952,1840.8445756501947,3626.339285714286,0.09663783482142857,-371.68283,44.420547,1.9551681,10.51919,-4.7693696,0.12250005,-8.196184,-9.73152,-2.1855857,-8.886297,-1.7362632,-2.0687864,2.2183342,-8.310654,-9.097219,-4.1572585,-11.049651,-4.233464,-6.84895,-5.9734364,1
0.41300157,0.09259956,1605.34287132873,1840.9669873549035,3760.5426747311826,0.07650789650537634,-349.07236,66.69581,9.64591,22.47002,0.47895584,-1.6374046,-3.2226455,-13.312468,-9.3709955,-7.297656,-7.0533276,-6.4709783,-4.40487,-7.3243036,-12.952067,-11.506156,-8.652496,-7.8953123,-10.618292,-9.33287,1
0.45136455,0.081070065,1528.5981954565284,1790.566767426754,3715.7778532608695,0.06867251188858696,-328.01965,105.81831,0.7380816,23.899195,0.6025056,0.54636705,1.9413308,-10.088775,0.23512436,-1.0622983,-3.464503,1.2454906,-7.6267805,-9.959705,-10.312398,-10.299443,-8.239545,-2.8682997,-13.50334,-8.2116165,1
0.37987027,0.07658013,1753.3471062074116,1704.331418726017,3584.490740740741,0.09377260561342593,-336.69217,58.323593,-3.566843,23.36681,-14.198732,-0.12872371,-4.04349,-7.94451,-5.7474084,-6.562998,-8.26352,-3.6455355,-10.371914,-7.1817026,-11.359782,-9.281492,-6.7067046,-6.4422507,-4.960376,-10.037354,1
0.4395147,0.09395014,1819.6908223987602,1886.8167702061892,4131.357230392156,0.1123046875,-317.83194,64.81884,-1.3446765,26.922516,-12.362155,-2.9050329,-14.762178,-14.12148,-5.514315,-14.020929,1.448997,-5.4315743,-3.5315204,-9.747079,-18.064817,-13.375136,-9.921042,-7.750342,-9.177815,-10.084488,1
0.40211183,0.094071805,1761.9949793867409,1804.747995746989,3581.4830043859647,0.1125231291118421,-272.3396,63.650833,1.8896096,24.098108,1.45128,-7.5560856,-4.498138,-17.960583,-16.889463,-10.353598,-17.261072,-9.679721,-5.736466,-0.806901,-5.960988,-8.262702,-15.488892,-12.141241,-13.297024,-9.145549,1
0.42657676,0.15116775,1693.0457832387644,1757.4088873315902,3529.8665364583335,0.11149088541666667,-221.92836,89.102234,5.9689193,24.474463,-2.148796,8.026631,-5.1181884,-23.44278,-7.3781753,-10.20445,-6.770752,-3.608184,-7.8465023,-1.2818143,-9.391893,-9.922965,-7.0237823,-11.16249,-13.339218,-9.821929,1
0.37031224,0.12394678,1442.1062938232742,1648.4117893735386,3228.326612903226,0.08018050655241936,-267.94687,83.91539,-14.024183,18.065031,-15.710561,-11.818352,-11.970701,-3.761482,-8.538041,-11.41053,-11.044824,-2.6224236,-9.122136,-9.085765,-12.954807,-13.384268,-9.244161,-9.474562,-6.314941,-13.306962,1
0.4225511,0.06830322,1971.354039057728,1802.190224650276,3957.7323717948716,0.10859875801282051,-353.0267,40.505898,-7.6806326,15.338432,-0.00014857757,0.01681428,1.8625666,-13.936458,-5.741099,-3.046148,-10.038553,3.534591,-8.087688,-3.5953877,-6.1440954,-13.055348,-3.343441,-8.704614,-7.2415624,-8.07814,1
0.3818058,0.06909034,2046.5763782883878,1871.1905995242023,4191.091954022989,0.13012975933908047,-336.9118,63.61993,-2.2835436,1.9953167,-3.4900863,-0.42168564,-6.8156877,-3.8027723,-2.6554244,-7.52675,-7.801244,2.7545075,-4.5619006,-6.6640577,-10.880869,-9.876586,-10.414162,-7.419791,-8.404518,-9.273304,1
0.43453932,0.07218198,1583.6823926549123,1735.031051845442,3381.438078703704,0.08959508825231481,-330.01938,53.236294,-1.3565468,10.289603,-14.718151,2.1760335,-4.416179,-9.712594,-2.3944597,-10.810631,-5.602929,-7.3658624,-2.3825746,-8.015155,-7.8056803,-5.702373,-10.425004,-3.099992,-9.759887,-6.3408794,1
0.4427431,0.07124689,1864.5204406259936,1709.6734745745812,3634.9826388888887,0.1380072699652778,-314.16116,59.7933,-3.440871,14.114025,-6.170738,-2.653098,-12.988383,-11.6782055,-6.7815285,-3.7900891,-8.846978,-4.115638,1.1453424,-9.530231,-10.951826,-12.078305,-10.016589,-10.976971,-5.3805428,-7.1694217,1
0.36483628,0.08015056,2145.7426897303926,1944.0412350006116,4426.0817307692305,0.1526943108974359,-299.5464,38.9223,3.035097,28.08005,-4.202182,-3.8649633,-19.329706,-15.463159,-9.488003,-13.958994,-3.8343658,-1.9361017,-2.7468367,-11.904521,-13.902885,-3.6184785,-14.530547,-10.0572,-3.595301,-7.2945848,1
0.36076435,0.083459504,1471.3106255799362,1684.980145931832,3230.9375,0.05988932291666667,-319.17447,76.64508,-5.2846656,24.417315,-10.787039,-4.8237796,-11.3134,-7.698091,-7.899689,-11.303747,-10.021431,-8.555729,-13.423629,-10.286618,-10.347848,-8.509896,-8.82287,-11.358112,-5.48934,-13.104163,1
0.37081003,0.084053524,1993.9083046950866,1658.5498276632577,3763.12255859375,0.15031814575195312,-281.77686,54.81488,-3.4752645,35.303024,-3.2982082,-5.639378,-10.256795,-19.756933,-12.189743,-6.971502,-18.259155,-0.8982059,1.0096922,-4.557502,-4.75888,-13.469824,-11.688141,-10.9091835,-13.383128,-4.976675,1
0.37079856,0.07240132,1635.154742885326,1780.7521730919213,3522.941468253968,0.07605561755952381,-366.62152,68.098755,13.204772,11.98732,0.9294772,1.0509119,-3.1336317,-8.056668,-2.7685573,-9.445385,-8.973736,-5.9758325,-8.615263,-4.8404512,-11.894737,-11.4652195,-11.919039,-8.5499115,-8.773465,-11.922521,1
0.47930032,0.06763729,1878.5968886953067,1806.689821130006,3954.9753289473683,0.12074038856907894,-316.75574,68.94438,2.5567725,31.414892,-0.5018417,-0.6039304,-12.096271,-15.385653,-7.7971096,-13.55372,-0.67959327,2.7342317,-8.282009,2.6261613,-3.3820236,-9.662474,-9.249834,-9.529614,-11.652577,-6.027694,1
0.3955823,0.09343783,1735.7185439136358,1737.4545837065573,3594.204215116279,0.11095907521802326,-272.22647,75.64937,-16.563799,6.4129796,-2.6545968,5.5300784,-16.223347,-18.181684,-7.8678718,-11.048641,-7.587428,-11.452328,-18.195097,-14.0286875,-17.706636,-8.569473,-6.558765,-7.3491483,-8.705042,-7.748053,1
0.4139538,0.067924745,1656.2998100486502,1654.7620496425207,3556.568287037037,0.09386754918981481,-338.29004,82.62968,-15.369963,29.196901,-4.852954,-6.940382,-3.5814571,-18.00571,-10.277544,-12.308059,-7.149151,-1.9979777,-6.657161,-6.5241,-0.51333797,-4.905926,-3.3395708,-7.4967155,-6.8073893,-8.760787,1
0.43533444,0.05490217,1827.3788278079114,1812.8725832042926,3925.2996575342468,0.09514461151541095,-366.81873,61.601482,-2.3803012,27.702936,0.046355367,-3.7037363,-4.393526,-11.433878,-5.04681,-8.783585,-4.9736986,-1.3141607,-4.927973,-2.3864992,-0.15351611,-5.0842576,-3.4142988,-5.519759,-7.0057635,-6.7411194,1
0.3889064,0.060068637,1846.4021931634209,1883.629711379471,3881.1918218085107,0.12508570894281915,-364.0723,42.196022,6.6207924,13.049202,-8.2933235,-0.04081998,-4.5553026,-13.210979,-7.045792,-12.027792,-6.0959206,-4.66805,-3.2547243,-2.2917137,-9.428232,-4.053036,-11.922847,-5.169357,-10.204438,-8.302584,1
0.34318694,0.07864387,2258.0822783311514,1709.7967426194928,4108.043323863636,0.20415150035511365,-280.84598,48.76897,-7.991325,21.069437,-34.162148,-4.5676136,-8.792074,-16.917734,-13.749961,-18.34076,-11.731431,-7.322227,-10.476174,-13.515911,-10.316736,-7.7595463,-11.218293,-5.4547315,-6.979445,-9.121796,1
0.43699262,0.065536894,1641.992546942425,1538.024474294651,3151.141826923077,0.12381059695512821,-296.88693,96.7974,-24.924889,7.297146,-13.785183,-1.7005024,-10.402364,-16.703772,-3.7037501,-8.296812,-1.2457381,-8.291424,-8.718518,-2.8556614,-18.75282,-12.881944,-15.705051,-6.133836,-12.746781,-5.362996,1
0.47177905,0.053852353,1751.5053569015645,1867.0384651444494,3829.7601744186045,0.09342637172965117,-367.66953,61.626625,14.461854,14.59379,-6.0154147,2.3203192,-6.3030443,-13.856566,-6.725373,-4.3337407,3.4597793,2.631373,-1.526702,4.4671636,-0.110091805,-6.4561234,-7.7951818,-8.915403,-9.288735,-6.9982967,1
0.50594324,0.064722866,2009.0403772717937,1859.1338696792452,3902.5031887755104,0.14025629783163265,-279.20917,70.81943,0.8175211,7.6745253,-0.31379077,-1.1178987,-9.745289,-12.838017,-11.228441,-4.3447323,-11.94676,-8.261236,-3.9085717,-8.301712,-12.113952,-6.526371,-16.213058,-14.559421,-13.927455,-8.968557,1
0.42699277,0.059450466,2096.677681094839,1851.4491666231918,4315.911091549296,0.1442011443661972,-367.59106,40.75547,-19.88044,11.534455,-21.671137,-4.992123,-14.23973,0.4120307,-4.8298426,-10.816035,-2.6850603,-4.8315425,-3.772096,-9.9426565,-7.430133,-5.829073,-6.4241314,0.56401885,-0.49496686,-4.768573,1
0.41431868,0.0931757,1735.8258823727683,1689.2074836757656,3606.742527173913,0.10925823709239131,-330.02805,67.912125,-8.398271,22.717373,-2.570621,-21.546665,-21.586578,-4.847103,-5.3900595,-9.550534,-2.9296594,-14.474478,-7.0951996,-1.376284,-11.235759,-5.8308496,-10.398502,-10.626758,-6.6172094,-4.634884,1
0.37991098,0.07930197,1871.079205036968,1925.2390825639184,4008.688668224299,0.13275317610981308,-299.87717,65.25154,17.99586,15.328576,-0.8138363,-8.006212,-7.319782,-15.295579,-8.557,-6.851396,-10.798554,-7.1956096,-12.228811,-10.641682,-12.244297,-9.122468,-16.928967,-8.28804,-11.700533,-13.528747,1
0.45008707,0.06927904,1702.2263724405161,1687.8577262189076,3478.515625,0.08483123779296875,-363.23788,62.66752,-4.3739347,28.45523,8.534202,-3.4766293,-7.760332,-16.856058,-12.875945,-5.6290326,-10.836634,-1.5108092,0.83706445,-7.5890417,-6.18253,-8.310516,-10.323301,-5.642587,-11.400526,-8.639485,1
0.40761647,0.06382643,1850.9282621851135,1820.6819504310802,3931.9661458333335,0.1359524197048611,-299.04883,72.72624,-4.088356,21.0541,-5.87456,-7.45853,-25.045876,-24.242846,-4.7722187,-14.575626,-12.429133,-5.9571466,-4.7418146,-12.284383,-16.30336,-5.1966376,-17.094837,-9.627731,-8.446345,-5.5173273,1
0.39582953,0.09295418,1953.9006366130316,1646.1217890851,3762.215909090909,0.15760830965909092,-277.16608,70.69955,-15.384686,21.479836,-14.159968,2.9490514,-13.74545,-13.096673,-9.712995,-13.91673,-5.7477612,-4.3660364,-5.8395023,-8.912196,-6.9360046,-10.568265,-12.42112,-9.335844,-12.831168,-11.028806,1
0.40691465,0.06494671,1515.2609375787713,1595.7628606895337,3155.776515151515,0.09100280145202021,-332.05942,73.2281,-3.1483636,18.139658,-1.2616853,-1.4586018,-8.150768,-18.964651,-11.907534,-2.0328283,-5.3791003,-0.6778916,-0.46764725,-5.5427165,-7.0286026,-10.790706,-9.3916445,-6.742836,-11.575622,-8.288288,1
0.44909438,0.05744232,2227.5609815303246,1900.044682670918,4420.8984375,0.182183837890625,-290.1098,57.110065,-11.5972,10.595111,-7.5043197,-6.0993195,-24.219753,-15.398847,-7.007161,-6.719884,-6.348788,-1.6410036,-5.6538377,-15.140581,-14.749826,-4.66636,-18.013842,-9.181303,-7.9196854,-9.052843,1
0.3724145,0.11244664,1555.5935217599756,1492.8034801534056,3019.53125,0.115869140625,-262.04333,88.80256,-22.408422,4.3234334,-12.868338,-1.3859433,-20.256733,-25.376799,-10.193423,-7.320689,-8.101601,-11.13085,-0.45107,-14.007122,-12.746089,-15.628773,-13.614813,-11.297321,-5.2926946,-7.676776,1
0.4210356,0.04233874,1525.8735819902552,1779.348217422313,3567.394578313253,0.06149402296686747,-429.8158,77.80655,-3.1023953,26.707464,5.014848,-4.010118,-1.2778171,-9.112375,-5.567725,-9.482318,-8.55583,-4.1731815,-5.4320097,-5.702954,-0.51076007,-3.6092408,-2.9827106,-4.9906573,-6.885932,-8.349392,1
0.36523914,0.08274429,2017.370548180753,1825.2374688286047,4043.1490384615386,0.15121319110576922,-281.53366,56.197678,0.7156504,19.492426,-11.32699,-20.732906,-14.856075,-12.429804,-11.585523,-8.38967,-6.629135,-6.727476,-2.6220977,-6.2284265,-11.683782,-4.6439056,-10.0645275,-7.7894344,-9.503911,-9.223947,1
0.43414232,0.07212767,1929.1501369362425,1609.6625243913707,3599.6662621359224,0.1603837985436893,-250.51204,76.20651,-14.316065,21.13236,-7.2189574,-0.03663806,-15.967866,-14.319308,-9.305032,-21.173748,-2.774579,-5.597072,-13.533881,-4.858092,-15.852846,-15.594134,-13.569044,-7.7509084,-16.021616,-5.4687114,1
0.38335484,0.13850956,1606.8281057490683,1639.6198382710277,3211.798720472441,0.08997447096456693,-202.9532,88.9558,1.2498378,34.228775,1.8446326,6.7163377,-8.238781,-29.696857,-5.353239,-8.869523,-6.8864717,-0.80829114,-7.187953,-2.1547065,-9.602486,-12.746574,-9.02495,-7.322922,-13.178818,-12.75212,1
0.39477205,0.14633948,1284.092764452331,1461.8036786038735,2793.384308510638,0.06233897107712766,-219.65204,110.35411,-13.530289,47.86358,4.957467,-0.9190002,-10.506123,-29.440565,0.87178177,-10.903901,-6.3352447,-4.5511093,-0.9074312,-6.433398,-13.078313,-13.5079775,-14.92996,-6.862019,-10.95283,-11.523747,1
0.4425114,0.07299736,1643.1437541727096,1707.2160605833521,3435.032894736842,0.09708573190789474,-307.22577,86.247986,-2.1454663,21.324528,-8.1261425,-4.2755485,-7.7911983,-19.485598,-8.782438,-8.994663,-2.6124318,0.4008975,-6.288806,-2.2642233,-3.0562334,-10.229438,-4.136737,-4.0574613,-7.489761,-8.699772,1
0.44876426,0.04108175,1705.261530301899,1827.8344816629608,3808.695652173913,0.08668053668478261,-405.9734,72.783875,-0.15267792,19.146975,2.5658505,-2.561861,-3.134553,-14.110884,-6.099838,-10.348267,-6.659768,-0.21847071,-5.7595763,-3.3104312,0.82215726,-5.859817,-3.10399,-3.5468524,-7.019166,-6.3412037,1
0.39251962,0.08265735,1763.5020610205117,1772.1576899256672,3625.146028037383,0.09903895297897196,-311.41833,60.816082,6.6234026,18.419607,-5.0399833,2.824038,-17.78766,-14.585762,-9.677841,-7.5670195,-12.282397,-7.930024,1.8786874,-9.066208,-7.3650284,-6.852498,-11.009784,-10.370138,-7.8514924,-7.743077,1
0.42488736,0.09716204,1724.4527979367742,1675.616812037075,3367.3986486486488,0.1150463207347973,-242.8381,80.136894,-5.6043873,19.26384,-1.0832016,-7.6729555,-14.1357355,-16.431953,-14.8471155,-10.745528,-13.114332,-9.726553,-8.543961,-7.0711355,-10.688807,-10.650557,-13.540752,-12.775888,-14.183254,-8.512754,1
0.41066265,0.14982885,1448.8555711025692,1481.1587990719975,2855.7581018518517,0.1003734447337963,-206.95343,105.74069,-6.647506,31.107018,-2.9965358,5.2603126,-10.877411,-28.488003,-2.7653913,-11.086119,-6.1667824,-7.0543017,-3.8462567,-2.8268218,-11.389234,-10.417621,-10.472317,-10.24522,-16.059065,-11.480944,1
0.41926235,0.08440638,1834.6877848038296,1730.6435042929788,3643.2797330097087,0.11623938106796117,-273.74152,67.8806,-1.6381633,19.268068,2.6841674,0.47127807,-14.374316,-11.260063,-14.026304,-15.828963,-3.4610548,-4.303279,-9.840191,-4.500145,-11.22047,-13.1718855,-10.134035,-6.0331936,-16.158758,-6.7603145,1
0.37863153,0.09452809,1749.4893649800044,1803.8582334204066,3710.9375,0.0962665264423077,-276.67914,61.878117,0.8996922,19.221287,-9.572188,-5.6486483,-3.926483,-10.540807,-13.430424,-10.146904,-10.264497,-4.9011974,-9.213471,-6.9841704,-10.810172,-9.510038,-8.891031,-9.8876095,-4.3262157,-9.144545,1
0.40511793,0.10206302,2348.8744049073625,1886.1799046093656,4421.807065217391,0.17576426630434783,-269.02402,51.36618,9.28641,11.956619,-16.928305,2.8019352,-11.438466,-22.502125,-14.097584,-16.855772,-3.8917,-6.7740707,-15.722615,-12.219432,-14.532465,-14.040064,-4.4775233,-4.568636,-10.443502,-5.959836,1
0.4031182,0.05337726,1897.601559635656,1938.4275564851948,4208.559782608696,0.09342624830163043,-373.1045,45.824505,1.9209588,23.544596,-4.911118,-0.7056083,-11.722405,-11.060461,-3.1886594,-4.307356,-1.5726811,-4.844242,-4.9702916,-7.3519273,-12.912568,-5.334547,-8.134094,-7.1092405,-7.2783403,-10.548545,1
0.41737932,0.050256442,1694.8946619784783,1936.2155742506286,3907.9637096774195,0.08440335181451612,-395.1885,40.08734,7.2072897,13.551983,-6.42775,1.9037588,-0.8186271,-7.524946,-4.36667,-7.6209054,-1.5876057,-2.413976,-0.39111787,-3.166989,-7.361969,-3.705613,-9.658084,-3.7985773,-8.1657715,-6.6951284,1
0.39652058,0.10901157,1792.1463722894377,1669.7633486972347,3528.9402173913045,0.13975458559782608,-227.12434,75.475365,-8.92423,25.461319,-5.8105965,-0.17187102,-14.783873,-11.233804,-11.474553,-22.219496,-6.3114634,-7.207037,-10.50804,-6.225597,-15.729159,-11.904435,-14.538281,-9.074112,-18.000746,-4.588328,1
